08:34:13.014403, 0:00:01.742050, 23.25, 23.5
08:34:14.774389, 0:00:03.501710, 23.25, 23.5
08:34:16.534359, 0:00:05.261668, 23.25, 23.5
08:34:18.294528, 0:00:07.021843, 23.25, 23.5
08:34:20.054384, 0:00:08.781693, 23.25, 23.5
08:34:21.814484, 0:00:10.541798, 23.25, 23.5
08:34:23.574363, 0:00:12.301592, 23.25, 23.5
08:34:25.334357, 0:00:14.061581, 23.25, 23.5
08:34:27.094457, 0:00:15.821686, 23.25, 23.5
08:34:28.854370, 0:00:17.581599, 23.25, 23.5
08:34:30.614374, 0:00:19.341599, 23.25, 23.5
08:34:32.374359, 0:00:21.101590, 23.25, 23.5
08:34:34.134390, 0:00:22.861617, 23.25, 23.5
08:34:35.894177, 0:00:24.621384, 23.25, 23.562
08:34:37.654372, 0:00:26.381597, 23.25, 23.5
08:34:39.414369, 0:00:28.141587, 23.25, 23.5
08:34:41.174430, 0:00:29.901657, 23.312, 23.5
08:34:42.934367, 0:00:31.661587, 23.25, 23.5
08:34:44.694356, 0:00:33.421578, 23.25, 23.5
08:34:46.454345, 0:00:35.181565, 23.25, 23.5
08:34:48.214387, 0:00:36.941619, 23.25, 23.5
08:34:50.054302, 0:00:38.781515, 23.312, 23.5
08:34:51.814359, 0:00:40.541586, 23.25, 23.5
08:34:53.574357, 0:00:42.301591, 23.25, 23.5
08:34:55.334370, 0:00:44.061598, 23.25, 23.5
08:34:57.094361, 0:00:45.821692, 23.25, 23.5
08:34:58.854377, 0:00:47.581694, 23.25, 23.5
08:35:00.614359, 0:00:49.342093, 23.25, 23.5
08:35:02.374455, 0:00:51.101695, 23.312, 23.5
08:35:04.134371, 0:00:52.861602, 23.312, 23.5
08:35:05.894369, 0:00:54.621600, 23.25, 23.5
08:35:07.654384, 0:00:56.381634, 23.25, 23.5
08:35:09.414372, 0:00:58.141620, 23.312, 23.5
08:35:11.174389, 0:00:59.901635, 23.312, 23.5
08:35:12.934457, 0:01:01.661691, 23.312, 23.5
08:35:14.694387, 0:01:03.421616, 23.25, 23.5
08:35:16.454357, 0:01:05.181586, 23.312, 23.5
08:35:18.214458, 0:01:06.941687, 23.25, 23.5
08:35:19.974382, 0:01:08.701615, 23.25, 23.437
08:35:21.734498, 0:01:10.461782, 23.25, 23.5
08:35:23.494485, 0:01:12.221719, 23.312, 23.5
08:35:25.254444, 0:01:13.981671, 23.312, 23.5
08:35:27.014355, 0:01:15.741605, 23.312, 23.5
08:35:28.774400, 0:01:17.501627, 23.312, 23.5
08:35:30.534397, 0:01:19.261627, 23.312, 23.5
08:35:32.294368, 0:01:21.021634, 23.312, 23.5
08:35:34.054395, 0:01:22.781638, 23.312, 23.5
08:35:35.814395, 0:01:24.541634, 23.312, 23.5
08:35:37.574376, 0:01:26.302150, 23.312, 23.5
08:35:39.334371, 0:01:28.061616, 23.312, 23.5
08:35:41.094372, 0:01:29.821616, 23.312, 23.5
08:35:42.854434, 0:01:31.581663, 23.312, 23.5
08:35:44.614385, 0:01:33.341619, 23.312, 23.5
08:35:46.374374, 0:01:35.101603, 23.312, 23.5
08:35:48.134431, 0:01:36.861659, 23.312, 23.5
08:35:49.894382, 0:01:38.621613, 23.312, 23.5
08:35:51.654400, 0:01:40.381633, 23.312, 23.5
08:35:53.414475, 0:01:42.141704, 23.312, 23.5
08:35:55.174374, 0:01:43.901600, 23.312, 23.5
08:35:56.934363, 0:01:45.661585, 23.312, 23.5
08:35:58.694540, 0:01:47.421782, 23.312, 23.437
08:36:00.454431, 0:01:49.181670, 23.312, 23.5
08:36:02.214403, 0:01:50.941640, 23.312, 23.5
08:36:03.974416, 0:01:52.701655, 23.312, 23.5
08:36:05.734357, 0:01:54.461582, 23.312, 23.437
08:36:07.494371, 0:01:56.221601, 23.312, 23.437
08:36:09.254487, 0:01:57.981732, 23.312, 23.5
08:36:11.094369, 0:01:59.821621, 23.312, 23.5
08:36:12.854368, 0:02:01.581600, 23.312, 23.5
08:36:14.614523, 0:02:03.341765, 23.312, 23.5
08:36:16.374367, 0:02:05.101597, 23.312, 23.5
08:36:18.134438, 0:02:06.861677, 23.312, 23.5
08:36:19.894493, 0:02:08.621823, 23.312, 23.5
08:36:21.654467, 0:02:10.381702, 23.312, 23.5
08:36:23.414346, 0:02:12.141569, 23.312, 23.5
08:36:25.174353, 0:02:13.901580, 23.312, 23.5
08:36:26.934363, 0:02:15.661591, 23.312, 23.5
08:36:28.694369, 0:02:17.421595, 23.25, 23.5
08:36:30.454387, 0:02:19.181617, 23.25, 23.437
08:36:32.214364, 0:02:20.941594, 23.312, 23.5
08:36:33.974348, 0:02:22.701569, 23.312, 23.437
08:36:35.734398, 0:02:24.462124, 23.312, 23.5
08:36:37.494368, 0:02:26.221677, 23.312, 23.5
08:36:39.254417, 0:02:27.981664, 23.312, 23.437
08:36:41.013977, 0:02:29.741146, 23.312, 23.5
08:36:42.774380, 0:02:31.501614, 23.312, 23.5
08:36:44.534371, 0:02:33.261699, 23.312, 23.5
08:36:46.294366, 0:02:35.021608, 23.312, 23.437
08:36:48.054385, 0:02:36.781631, 23.312, 23.5
08:36:49.814290, 0:02:38.541506, 23.312, 23.5
08:36:51.574361, 0:02:40.301602, 23.312, 23.5
08:36:53.334386, 0:02:42.061631, 23.312, 23.437
08:36:55.094415, 0:02:43.821658, 23.312, 23.5
08:36:56.854355, 0:02:45.581599, 23.312, 23.5
08:36:58.614355, 0:02:47.341588, 23.312, 23.5
08:37:00.374482, 0:02:49.101720, 23.312, 23.5
08:37:02.134369, 0:02:50.861597, 23.312, 23.437
08:37:03.894364, 0:02:52.621601, 23.312, 23.437
08:37:05.654383, 0:02:54.381628, 23.312, 23.5
08:37:07.414480, 0:02:56.141723, 23.312, 23.5
08:37:09.174399, 0:02:57.901631, 23.312, 23.437
08:37:10.934485, 0:02:59.661727, 23.312, 23.5
08:37:12.694377, 0:03:01.421613, 23.312, 23.437
