15:30:24.846532, 0:00:01.787392, 26.312, 26.812
15:30:26.606139, 0:00:03.546613, 26.312, 27.0
15:30:28.366527, 0:00:05.307072, 26.25, 26.812
15:30:30.126493, 0:00:07.067022, 26.312, 26.812
15:30:31.886499, 0:00:08.827018, 26.312, 26.875
15:30:33.646491, 0:00:10.587043, 26.25, 26.937
15:30:35.406490, 0:00:12.347006, 26.312, 26.812
15:30:37.166176, 0:00:14.106649, 26.312, 26.812
15:30:38.926671, 0:00:15.867194, 26.25, 26.75
15:30:40.686503, 0:00:17.627020, 26.312, 26.812
15:30:42.446523, 0:00:19.387045, 26.312, 26.625
15:30:44.206610, 0:00:21.147139, 26.312, 26.812
15:30:45.966512, 0:00:22.907036, 26.312, 26.875
15:30:47.726496, 0:00:24.667015, 26.5, 26.625
15:30:49.486640, 0:00:26.427166, 26.25, 26.812
15:30:51.246539, 0:00:28.187066, 26.312, 26.812
15:30:53.006518, 0:00:29.947036, 26.375, 26.812
15:30:54.766561, 0:00:31.707083, 26.25, 26.812
15:30:56.526494, 0:00:33.467010, 26.312, 26.812
15:30:58.286488, 0:00:35.227007, 26.312, 26.812
15:31:00.046484, 0:00:36.987005, 26.312, 26.812
15:31:01.806566, 0:00:38.747094, 26.187, 26.812
15:31:03.566505, 0:00:40.507025, 26.375, 26.812
15:31:05.326522, 0:00:42.267045, 26.125, 26.812
15:31:07.086625, 0:00:44.027160, 26.312, 26.812
15:31:08.846502, 0:00:45.787023, 26.187, 26.75
15:31:10.606489, 0:00:47.547000, 26.312, 26.812
15:31:12.366508, 0:00:49.307032, 26.312, 26.812
15:31:14.126539, 0:00:51.067064, 26.312, 26.812
15:31:15.886525, 0:00:52.827140, 26.125, 26.937
15:31:17.646516, 0:00:54.587120, 26.125, 26.937
15:31:19.486533, 0:00:56.427146, 26.187, 26.812
15:31:21.246535, 0:00:58.187138, 26.312, 26.812
15:31:23.006499, 0:00:59.947099, 26.312, 26.75
15:31:24.766502, 0:01:01.707099, 26.312, 26.812
15:31:26.526501, 0:01:03.467104, 26.312, 26.812
15:31:28.286313, 0:01:05.226807, 26.375, 26.812
15:31:30.046492, 0:01:06.987014, 26.312, 26.812
15:31:31.806514, 0:01:08.747037, 26.312, 26.75
15:31:33.566500, 0:01:10.507026, 26.312, 26.75
15:31:35.326509, 0:01:12.267033, 26.312, 26.75
15:31:37.086511, 0:01:14.027032, 26.312, 26.75
15:31:38.846495, 0:01:15.787015, 26.187, 26.75
15:31:40.606492, 0:01:17.547014, 26.312, 26.75
15:31:42.366509, 0:01:19.307030, 26.375, 26.812
15:31:44.126525, 0:01:21.067043, 26.312, 26.75
15:31:45.886560, 0:01:22.827102, 26.312, 26.75
15:31:47.646619, 0:01:24.587153, 26.312, 26.812
15:31:49.406539, 0:01:26.347084, 26.125, 26.75
15:31:51.166514, 0:01:28.107049, 26.312, 26.875
15:31:52.926517, 0:01:29.867042, 26.312, 26.75
15:31:54.686532, 0:01:31.627064, 26.312, 26.75
15:31:56.446518, 0:01:33.387045, 26.312, 26.75
15:31:58.206572, 0:01:35.147092, 26.312, 26.75
15:31:59.966529, 0:01:36.907055, 26.312, 26.75
15:32:01.726604, 0:01:38.667144, 26.312, 26.562
